pickup_community_area,hour,demand,assigned_taxis,served_trips,unmet_trips
65,7,1.111,1,1.111,0.0
65,8,1.283,1,1.283,0.0
65,9,1.507,1,1.507,0.0
65,10,1.217,1,1.217,0.0
65,11,1.251,1,1.251,0.0
65,12,1.312,1,1.312,0.0
65,13,1.323,1,1.323,0.0
65,14,1.249,1,1.249,0.0
65,15,1.26,1,1.26,0.0
65,16,1.382,1,1.382,0.0
65,17,1.24,1,1.24,0.0
65,18,1.263,1,1.263,0.0
65,19,1.17,1,1.17,0.0
65,20,1.085,1,1.085,0.0
65,21,1.178,1,1.178,0.0
65,22,1.077,1,1.077,0.0
65,23,1.081,1,1.081,0.0
66,0,1.044,1,1.044,0.0
66,1,1.036,1,1.036,0.0
66,2,1.044,1,1.044,0.0
66,3,1.0,1,1.0,0.0
66,4,1.0,1,1.0,0.0
66,5,1.023,1,1.023,0.0
66,6,1.224,1,1.224,0.0
66,7,1.696,1,1.696,0.0
66,8,1.967,1,1.967,0.0
66,9,2.067,2,2.067,0.0
66,10,1.904,1,1.904,0.0
66,11,1.756,1,1.756,0.0
66,12,1.763,1,1.763,0.0
66,13,1.942,1,1.942,0.0
66,14,1.633,1,1.633,0.0
66,15,1.749,1,1.749,0.0
66,16,1.538,1,1.538,0.0
66,17,1.548,1,1.548,0.0
66,18,1.274,1,1.274,0.0
66,19,1.299,1,1.299,0.0
66,20,1.296,1,1.296,0.0
66,21,1.226,1,1.226,0.0
66,22,1.197,1,1.197,0.0
66,23,1.103,1,1.103,0.0
67,0,1.056,1,1.056,0.0
67,1,1.115,1,1.115,0.0
67,2,1.0,1,1.0,0.0
67,3,1.034,1,1.034,0.0
67,4,1.051,1,1.051,0.0
67,5,1.069,1,1.069,0.0
67,6,1.229,1,1.229,0.0
67,7,1.409,1,1.409,0.0
67,8,1.819,1,1.819,0.0
67,9,1.827,1,1.827,0.0
67,10,1.876,1,1.876,0.0
67,11,1.764,1,1.764,0.0
67,12,1.935,1,1.935,0.0
67,13,1.782,1,1.782,0.0
67,14,1.705,1,1.705,0.0
67,15,1.865,1,1.865,0.0
67,16,1.743,1,1.743,0.0
67,17,1.865,1,1.865,0.0
67,18,1.551,1,1.551,0.0
67,19,1.365,1,1.365,0.0
67,20,1.275,1,1.275,0.0
67,21,1.262,1,1.262,0.0
67,22,1.183,1,1.183,0.0
67,23,1.091,1,1.091,0.0
68,0,1.265,1,1.265,0.0
68,1,1.264,1,1.264,0.0
68,2,1.13,1,1.13,0.0
68,3,1.16,1,1.16,0.0
68,4,1.294,1,1.294,0.0
68,5,1.279,1,1.279,0.0
68,6,1.721,1,1.721,0.0
68,7,2.097,2,2.097,0.0
68,8,2.674,2,2.674,0.0
68,9,3.368,2,3.368,0.0
68,10,3.338,2,3.338,0.0
68,11,4.019,3,4.019,0.0
68,12,3.851,2,3.851,0.0
68,13,3.809,2,3.809,0.0
68,14,3.536,2,3.536,0.0
68,15,3.455,2,3.455,0.0
68,16,2.813,2,2.813,0.0
68,17,2.771,2,2.771,0.0
68,18,2.428,2,2.428,0.0
68,19,2.018,2,2.018,0.0
68,20,1.822,1,1.822,0.0
68,21,1.732,1,1.732,0.0
68,22,1.741,1,1.741,0.0
68,23,1.736,1,1.736,0.0
69,0,1.528,1,1.528,0.0
69,1,1.298,1,1.298,0.0
69,2,1.191,1,1.191,0.0
69,3,1.401,1,1.401,0.0
69,4,1.325,1,1.325,0.0
69,5,1.565,1,1.565,0.0
69,6,2.099,2,2.099,0.0
69,7,3.939,2,3.939,0.0
69,8,4.251,3,4.251,0.0
69,9,5.551,3,5.551,0.0
69,10,7.015,4,7.015,0.0
69,11,7.402,4,7.402,0.0
69,12,8.17,5,8.17,0.0
69,13,6.665,4,6.665,0.0
69,14,5.793,3,5.793,0.0
69,15,5.124,3,5.124,0.0
69,16,5.064,3,5.064,0.0
69,17,4.096,3,4.096,0.0
69,18,3.576,2,3.576,0.0
69,19,3.31,2,3.31,0.0
69,20,2.855,2,2.855,0.0
69,21,3.177,2,3.177,0.0
69,22,2.277,2,2.277,0.0
69,23,2.07,2,2.07,0.0
70,0,1.156,1,1.156,0.0
70,1,1.083,1,1.083,0.0
70,2,1.0,1,1.0,0.0
70,3,1.0,1,1.0,0.0
70,4,1.05,1,1.05,0.0
70,5,1.176,1,1.176,0.0
70,6,1.162,1,1.162,0.0
70,7,1.322,1,1.322,0.0
70,8,1.53,1,1.53,0.0
70,9,1.744,1,1.744,0.0
70,10,1.738,1,1.738,0.0
70,11,1.984,1,1.984,0.0
70,12,1.808,1,1.808,0.0
70,13,1.913,1,1.913,0.0
70,14,1.733,1,1.733,0.0
70,15,1.654,1,1.654,0.0
70,16,1.622,1,1.622,0.0
70,17,1.479,1,1.479,0.0
70,18,1.432,1,1.432,0.0
70,19,1.356,1,1.356,0.0
70,20,1.289,1,1.289,0.0
70,21,1.229,1,1.229,0.0
70,22,1.077,1,1.077,0.0
70,23,1.07,1,1.07,0.0
71,0,1.139,1,1.139,0.0
71,1,1.156,1,1.156,0.0
71,2,1.185,1,1.185,0.0
71,3,1.184,1,1.184,0.0
71,4,1.171,1,1.171,0.0
71,5,1.231,1,1.231,0.0
71,6,1.706,1,1.706,0.0
71,7,2.277,2,2.277,0.0
71,8,2.549,2,2.549,0.0
71,9,2.709,2,2.709,0.0
71,10,3.034,2,3.034,0.0
71,11,3.228,2,3.228,0.0
71,12,3.4,2,3.4,0.0
71,13,3.533,2,3.533,0.0
71,14,3.237,2,3.237,0.0
71,15,3.322,2,3.322,0.0
71,16,2.502,2,2.502,0.0
71,17,2.23,2,2.23,0.0
71,18,2.208,2,2.208,0.0
71,19,2.037,2,2.037,0.0
71,20,1.665,1,1.665,0.0
71,21,1.691,1,1.691,0.0
71,22,1.249,1,1.249,0.0
71,23,1.268,1,1.268,0.0
72,0,1.087,1,1.087,0.0
72,1,1.0,1,1.0,0.0
72,2,1.0,1,1.0,0.0
72,3,1.0,1,1.0,0.0
72,4,1.067,1,1.067,0.0
72,5,1.0,1,1.0,0.0
72,6,1.029,1,1.029,0.0
72,7,1.15,1,1.15,0.0
72,8,1.267,1,1.267,0.0
72,9,1.487,1,1.487,0.0
72,10,1.888,1,1.888,0.0
72,11,2.381,2,2.381,0.0
72,12,2.476,2,2.476,0.0
72,13,2.094,2,2.094,0.0
72,14,1.81,1,1.81,0.0
72,15,1.82,1,1.82,0.0
72,16,1.608,1,1.608,0.0
72,17,1.487,1,1.487,0.0
72,18,1.46,1,1.46,0.0
72,19,1.32,1,1.32,0.0
72,20,1.144,1,1.144,0.0
72,21,1.143,1,1.143,0.0
72,22,1.198,1,1.198,0.0
72,23,1.058,1,1.058,0.0
73,0,1.187,1,1.187,0.0
73,1,1.196,1,1.196,0.0
73,2,1.102,1,1.102,0.0
73,3,1.102,1,1.102,0.0
73,4,1.57,1,1.57,0.0
73,5,1.38,1,1.38,0.0
73,6,1.606,1,1.606,0.0
73,7,1.878,1,1.878,0.0
73,8,2.54,2,2.54,0.0
73,9,2.372,2,2.372,0.0
73,10,2.708,2,2.708,0.0
73,11,2.653,2,2.653,0.0
73,12,3.015,2,3.015,0.0
73,13,2.957,2,2.957,0.0
73,14,2.52,2,2.52,0.0
73,15,2.249,2,2.249,0.0
73,16,2.098,2,2.098,0.0
73,17,2.061,2,2.061,0.0
73,18,2.185,2,2.185,0.0
73,19,1.741,1,1.741,0.0
73,20,1.513,1,1.513,0.0
73,21,1.485,1,1.485,0.0
73,22,1.367,1,1.367,0.0
73,23,1.326,1,1.326,0.0
74,0,1.0,1,1.0,0.0
74,1,1.0,1,1.0,0.0
74,2,1.0,1,1.0,0.0
74,3,1.007,1,1.007,0.0
74,4,1.122,1,1.122,0.0
74,5,1.045,1,1.045,0.0
74,6,1.084,1,1.084,0.0
74,7,1.065,1,1.065,0.0
74,8,1.162,1,1.162,0.0
74,9,1.212,1,1.212,0.0
74,10,1.162,1,1.162,0.0
74,11,1.175,1,1.175,0.0
74,12,1.182,1,1.182,0.0
74,13,1.184,1,1.184,0.0
74,14,1.149,1,1.149,0.0
74,15,1.234,1,1.234,0.0
74,16,1.161,1,1.161,0.0
74,17,1.091,1,1.091,0.0
74,18,1.068,1,1.068,0.0
74,19,1.038,1,1.038,0.0
74,20,1.041,1,1.041,0.0
74,21,1.026,1,1.026,0.0
74,22,1.158,1,1.158,0.0
74,23,1.125,1,1.125,0.0
75,0,1.115,1,1.115,0.0
75,1,1.133,1,1.133,0.0
75,2,1.136,1,1.136,0.0
75,3,1.379,1,1.379,0.0
75,4,1.373,1,1.373,0.0
75,5,1.464,1,1.464,0.0
75,6,1.353,1,1.353,0.0
75,7,1.867,1,1.867,0.0
75,8,2.251,2,2.251,0.0
75,9,2.567,2,2.567,0.0
75,10,3.044,2,3.044,0.0
75,11,3.189,2,3.189,0.0
75,12,3.154,2,3.154,0.0
75,13,3.344,2,3.344,0.0
75,14,3.094,2,3.094,0.0
75,15,2.385,2,2.385,0.0
75,16,2.156,2,2.156,0.0
75,17,2.275,2,2.275,0.0
75,18,1.984,1,1.984,0.0
75,19,1.823,1,1.823,0.0
75,20,1.674,1,1.674,0.0
75,21,1.544,1,1.544,0.0
75,22,1.446,1,1.446,0.0
75,23,1.359,1,1.359,0.0
76,0,115.305,58,115.305,0.0
76,1,60.119,31,60.119,0.0
76,2,22.039,12,22.039,0.0
76,3,9.702,5,9.702,0.0
76,4,9.747,5,9.747,0.0
76,5,27.122,14,27.122,0.0
76,6,39.731,20,39.731,0.0
76,7,58.241,30,58.241,0.0
76,8,96.294,49,96.294,0.0
76,9,150.199,76,150.199,0.0
76,10,155.96,78,155.96,0.0
76,11,164.097,83,164.097,0.0
76,12,190.066,96,190.066,0.0
76,13,234.218,118,234.218,0.0
76,14,245.426,123,245.426,0.0
76,15,248.66,125,248.66,0.0
76,16,230.548,116,230.548,0.0
76,17,271.642,136,271.642,0.0
76,18,270.782,136,270.782,0.0
76,19,312.442,157,312.442,0.0
76,20,313.031,157,313.031,0.0
76,21,234.194,118,234.194,0.0
76,22,164.682,83,164.682,0.0
76,23,130.861,66,130.861,0.0
77,0,2.521,2,2.521,0.0
77,1,1.922,1,1.922,0.0
77,2,1.7,1,1.7,0.0
77,3,1.659,1,1.659,0.0
77,4,2.247,2,2.247,0.0
77,5,4.546,3,4.546,0.0
77,6,7.828,4,7.828,0.0
77,7,12.108,7,12.108,0.0
77,8,15.375,8,15.375,0.0
77,9,17.329,9,17.329,0.0
77,10,17.444,9,17.444,0.0
77,11,16.945,9,16.945,0.0
77,12,16.42,9,16.42,0.0
77,13,15.797,8,15.797,0.0
77,14,14.982,8,14.982,0.0
77,15,13.19,7,13.19,0.0
77,16,12.048,7,12.048,0.0
77,17,9.74,5,9.74,0.0
77,18,8.249,5,8.249,0.0
77,19,6.897,4,6.897,0.0
77,20,5.628,3,5.628,0.0
77,21,5.1,3,5.1,0.0
77,22,3.902,2,3.902,0.0
77,23,3.38,2,3.38,0.0
